user_id,segment,trade_frequency_per_week,portfolio_value_usd,risk_score,avg_holding_days,volatility_exposure
U47626,Équilibré,14,1413.64,0.448,76.9,0.241
U47627,Prudent,3,670.73,0.198,169.6,0.051
U47628,Prudent,1,1020.73,0.083,215.0,0.034
U47629,Prudent,2,517.74,0.111,129.2,0.068
U47630,Équilibré,13,1713.2,0.503,78.6,0.306
U47631,Aventurier,42,4215.07,0.819,1.9,0.423
U47632,Aventurier,49,2488.11,0.658,6.9,0.37
U47633,Équilibré,7,2367.02,0.473,89.2,0.239
U47634,Équilibré,13,1934.79,0.276,34.3,0.301
U47635,Équilibré,8,1794.43,0.475,83.8,0.227
U47636,Prudent,2,1102.47,0.167,158.6,0.027
U47637,Équilibré,11,2271.3,0.309,30.0,0.335
U47638,Prudent,2,793.86,0.079,197.2,0.025
U47639,Équilibré,13,2499.21,0.561,79.1,0.111
U47640,Prudent,0,821.1,0.05,110.3,0.06
U47641,Équilibré,9,1794.23,0.412,26.7,0.221
U47642,Prudent,2,722.61,0.071,285.3,0.094
U47643,Prudent,3,443.6,0.138,136.0,0.056
U47644,Aventurier,49,440.77,0.901,13.4,0.809
U47645,Prudent,5,1003.07,0.169,170.0,0.046
U47646,Équilibré,8,930.95,0.375,50.3,0.204
U47647,Prudent,1,1062.41,0.234,253.9,0.025
U47648,Prudent,2,986.62,0.128,188.3,0.058
U47649,Équilibré,7,1294.03,0.297,87.7,0.228
U47650,Équilibré,11,1234.64,0.305,29.6,0.296
U47651,Prudent,4,949.57,0.166,261.6,0.09
U47652,Aventurier,36,4604.85,0.971,6.6,0.838
U47653,Équilibré,14,1629.05,0.572,25.8,0.13
U47654,Prudent,2,907.36,0.134,108.0,0.086
U47655,Prudent,5,1050.13,0.083,204.2,0.036
U47656,Équilibré,6,2129.87,0.544,89.0,0.223
U47657,Équilibré,11,1675.05,0.401,29.5,0.141
U47658,Prudent,2,888.0,0.139,127.9,0.066
U47659,Prudent,1,664.03,0.084,133.0,0.038
U47660,Prudent,0,963.83,0.229,233.5,0.033
U47661,Prudent,2,817.28,0.151,230.0,0.038
U47662,Prudent,3,674.36,0.086,290.0,0.037
U47663,Aventurier,33,4593.86,0.686,2.6,0.361
U47664,Équilibré,13,960.15,0.285,81.5,0.196
U47665,Équilibré,8,1695.3,0.31,72.6,0.199
U47666,Prudent,3,664.06,0.202,146.3,0.036
U47667,Prudent,2,1066.32,0.228,152.1,0.046
U47668,Prudent,5,1107.19,0.141,181.8,0.086
U47669,Équilibré,9,2115.52,0.543,46.4,0.161
U47670,Prudent,2,1120.0,0.135,269.3,0.09
U47671,Prudent,1,994.65,0.244,122.9,0.097
U47672,Prudent,2,824.3,0.163,212.6,0.09
U47673,Aventurier,42,4457.4,0.774,6.9,0.764
U47674,Équilibré,15,1638.58,0.499,82.2,0.189
U47675,Prudent,5,799.75,0.092,241.0,0.037
U47676,Équilibré,12,2724.12,0.377,87.0,0.168
U47677,Équilibré,15,2129.13,0.463,40.7,0.284
U47678,Prudent,0,744.61,0.063,124.1,0.092
U47679,Prudent,2,937.19,0.237,199.5,0.084
U47680,Aventurier,42,307.25,0.914,11.4,0.511
U47681,Prudent,2,792.63,0.155,175.8,0.094
U47682,Aventurier,38,3863.31,0.601,1.3,0.668
U47683,Prudent,4,1037.34,0.08,263.6,0.046
U47684,Équilibré,8,1617.5,0.545,29.3,0.245
U47685,Prudent,4,648.11,0.149,131.0,0.054
U47686,Équilibré,9,2350.3,0.484,89.3,0.177
U47687,Aventurier,35,5077.0,0.889,11.4,0.766
U47688,Équilibré,11,1315.59,0.25,62.4,0.242
U47689,Prudent,0,744.36,0.153,102.6,0.062
U47690,Prudent,0,1036.51,0.236,107.6,0.045
U47691,Aventurier,38,4955.05,0.77,9.6,0.818
U47692,Équilibré,9,1840.66,0.259,34.2,0.207
U47693,Prudent,0,768.77,0.157,264.9,0.092
U47694,Aventurier,46,6362.01,0.612,1.7,0.512
U47695,Équilibré,8,200.52,0.562,59.5,0.131
U47696,Prudent,2,812.12,0.144,186.8,0.085
U47697,Équilibré,8,1258.35,0.373,45.4,0.126
U47698,Équilibré,11,1319.36,0.267,52.1,0.282
U47699,Aventurier,35,2532.37,0.977,12.7,0.634
U47700,Prudent,5,990.05,0.195,101.4,0.094
U47701,Aventurier,45,4303.39,0.835,11.9,0.854
U47702,Aventurier,30,5796.84,0.646,9.7,0.705
U47703,Équilibré,7,1502.28,0.4,44.7,0.167
U47704,Prudent,2,786.83,0.101,165.4,0.032
U47705,Aventurier,39,2299.76,0.991,13.0,0.371
U47706,Équilibré,9,1874.09,0.564,62.6,0.23
U47707,Aventurier,42,4051.05,0.624,1.4,0.816
U47708,Prudent,0,945.48,0.224,176.2,0.07
U47709,Aventurier,39,2169.11,0.643,4.2,0.406
U47710,Aventurier,43,3789.32,0.855,14.5,0.602
U47711,Aventurier,44,3328.12,0.825,10.6,0.794
U47712,Prudent,1,279.12,0.249,152.6,0.03
U47713,Équilibré,10,2190.2,0.421,35.6,0.194
U47714,Prudent,1,881.52,0.225,170.5,0.047
U47715,Prudent,1,825.91,0.097,253.8,0.036
U47716,Prudent,2,426.41,0.138,226.0,0.05
U47717,Aventurier,55,5371.85,0.6,7.6,0.478
U47718,Équilibré,7,1602.21,0.34,51.9,0.241
U47719,Prudent,0,722.69,0.229,112.7,0.022
U47720,Aventurier,44,4881.56,0.672,8.7,0.65
U47721,Équilibré,10,1207.98,0.416,89.5,0.119
U47722,Aventurier,37,3918.87,0.736,3.0,0.661
U47723,Aventurier,42,4832.19,0.958,2.0,0.415
U47724,Équilibré,4,1840.22,0.387,39.7,0.247
U47725,Prudent,1,686.3,0.1,296.1,0.082
U47726,Aventurier,42,1610.86,0.702,7.0,0.825
U47727,Prudent,1,622.55,0.197,205.2,0.023
U47728,Équilibré,15,2353.31,0.317,69.0,0.137
U47729,Aventurier,48,2118.55,0.962,6.6,0.824
U47730,Prudent,2,830.71,0.075,105.6,0.028
U47731,Équilibré,12,1418.78,0.396,52.2,0.288
U47732,Équilibré,10,218.58,0.58,34.0,0.105
U47733,Prudent,1,1017.96,0.134,104.5,0.088
U47734,Prudent,2,595.58,0.157,224.0,0.03
U47735,Aventurier,36,4745.53,0.861,14.8,0.528
U47736,Prudent,2,816.31,0.139,182.1,0.038
U47737,Aventurier,35,166.59,0.834,14.1,0.851
U47738,Équilibré,5,2016.1,0.494,81.3,0.29
U47739,Équilibré,9,489.41,0.43,74.4,0.259
U47740,Aventurier,45,2774.3,0.822,5.8,0.766
U47741,Équilibré,9,1191.15,0.426,23.6,0.242
U47742,Équilibré,11,2228.39,0.455,24.7,0.217
U47743,Prudent,1,806.33,0.088,123.8,0.073
U47744,Équilibré,4,1747.65,0.474,63.9,0.243
U47745,Équilibré,8,1672.3,0.383,35.5,0.156
U47746,Prudent,2,1031.73,0.108,196.7,0.036
U47747,Équilibré,9,2404.21,0.591,77.3,0.339
U47748,Équilibré,7,1141.58,0.39,41.1,0.105
U47749,Aventurier,41,798.14,0.85,2.8,0.384
U47750,Équilibré,10,1018.46,0.426,34.7,0.209
U47751,Aventurier,38,2010.9,0.756,2.5,0.592
U47752,Équilibré,9,1265.92,0.588,61.5,0.204
U47753,Aventurier,45,3007.32,0.853,2.3,0.621
U47754,Équilibré,9,3254.54,0.592,40.4,0.292
U47755,Équilibré,15,1764.12,0.254,20.8,0.255
U47756,Équilibré,14,1695.23,0.295,27.1,0.332
U47757,Équilibré,5,1451.02,0.45,86.2,0.232
U47758,Aventurier,40,2820.76,0.683,1.2,0.671
U47759,Prudent,1,730.93,0.061,187.8,0.032
U47760,Prudent,2,759.58,0.137,128.7,0.032
U47761,Aventurier,38,3033.47,0.914,6.8,0.813
U47762,Équilibré,15,2217.59,0.591,56.5,0.267
U47763,Prudent,1,1108.63,0.191,264.6,0.1
U47764,Équilibré,12,1925.29,0.434,88.6,0.218
U47765,Équilibré,15,1762.59,0.55,31.5,0.201
U47766,Équilibré,13,703.47,0.57,87.8,0.314
U47767,Aventurier,45,3789.94,0.695,8.8,0.883
U47768,Équilibré,10,1362.56,0.573,55.1,0.223
U47769,Équilibré,14,848.14,0.49,27.3,0.152
U47770,Aventurier,37,4269.52,0.61,3.1,0.391
U47771,Aventurier,39,3606.19,0.686,12.8,0.889
U47772,Prudent,0,683.85,0.07,139.0,0.064
U47773,Équilibré,10,1932.2,0.434,71.2,0.143
U47774,Équilibré,10,1219.13,0.44,75.2,0.19
U47775,Aventurier,46,3606.96,0.985,1.6,0.654
U47776,Équilibré,7,442.42,0.523,32.1,0.178
U47777,Équilibré,7,2141.35,0.443,46.1,0.157
U47778,Aventurier,49,2689.52,0.665,1.5,0.872
U47779,Équilibré,10,1186.06,0.307,24.8,0.272
U47780,Aventurier,36,3418.83,0.994,3.6,0.718
U47781,Aventurier,36,4622.28,0.807,14.8,0.546
U47782,Aventurier,34,3830.02,0.857,7.7,0.801
U47783,Aventurier,36,4483.3,0.889,2.3,0.364
U47784,Équilibré,13,1991.71,0.356,29.2,0.255
U47785,Prudent,2,1118.24,0.088,118.9,0.071
U47786,Équilibré,9,1261.4,0.504,55.5,0.209
U47787,Aventurier,41,3832.92,0.7,13.5,0.519
U47788,Aventurier,42,2105.44,0.773,4.8,0.73
U47789,Prudent,2,419.07,0.092,269.8,0.075
U47790,Prudent,4,562.44,0.249,208.9,0.091
U47791,Équilibré,8,2832.45,0.254,42.9,0.25
U47792,Équilibré,13,2311.92,0.453,56.4,0.143
U47793,Prudent,2,780.29,0.18,196.1,0.059
U47794,Équilibré,8,1248.88,0.288,84.9,0.201
U47795,Prudent,2,725.89,0.117,279.6,0.075
U47796,Équilibré,9,2638.98,0.543,46.0,0.263
U47797,Prudent,1,888.34,0.246,265.1,0.024
U47798,Aventurier,31,1771.19,0.88,11.0,0.858
U47799,Équilibré,10,2590.1,0.425,62.3,0.301
U47800,Équilibré,5,1296.49,0.431,83.7,0.313
U47801,Équilibré,9,2687.58,0.471,64.0,0.279
U47802,Prudent,1,692.29,0.169,146.6,0.047
U47803,Aventurier,43,3205.15,0.991,15.0,0.57
U47804,Équilibré,14,1217.86,0.402,87.3,0.308
U47805,Équilibré,13,2155.54,0.414,21.8,0.267
U47806,Prudent,3,916.8,0.249,223.9,0.096
U47807,Prudent,2,1185.55,0.115,194.3,0.084
U47808,Équilibré,10,1723.81,0.504,41.8,0.331
U47809,Prudent,3,940.51,0.246,295.0,0.032
U47810,Équilibré,15,818.56,0.309,66.0,0.101
U47811,Équilibré,9,1336.27,0.376,78.8,0.29
U47812,Prudent,1,713.12,0.101,265.9,0.037
U47813,Prudent,1,631.15,0.2,266.6,0.05
U47814,Aventurier,34,1691.65,0.842,14.2,0.487
U47815,Aventurier,46,4417.32,0.827,2.8,0.884
U47816,Prudent,1,826.69,0.138,245.3,0.034
U47817,Prudent,2,634.99,0.137,183.1,0.037
U47818,Équilibré,6,1835.08,0.377,51.7,0.32
U47819,Prudent,3,639.35,0.14,131.1,0.06
U47820,Aventurier,44,3093.44,0.684,3.1,0.73
U47821,Équilibré,8,2110.8,0.545,80.6,0.307
U47822,Aventurier,43,3807.65,0.973,11.4,0.401
U47823,Aventurier,48,3579.61,0.992,8.4,0.757
U47824,Équilibré,14,1855.07,0.512,75.7,0.201
U47825,Équilibré,10,2188.75,0.341,76.6,0.24
U47826,Aventurier,26,4195.39,0.656,5.5,0.514
U47827,Équilibré,10,1345.38,0.577,46.0,0.119
U47828,Prudent,2,657.85,0.126,244.3,0.042
U47829,Équilibré,11,687.38,0.592,60.0,0.225
U47830,Équilibré,10,1761.47,0.396,62.1,0.301
U47831,Aventurier,36,5103.36,0.751,2.3,0.506
U47832,Équilibré,8,1048.88,0.388,70.9,0.292
U47833,Prudent,1,938.42,0.189,148.6,0.024
U47834,Prudent,3,623.34,0.191,247.1,0.043
U47835,Aventurier,34,219.29,0.703,7.3,0.689
U47836,Aventurier,52,2086.31,0.97,12.7,0.687
U47837,Équilibré,8,1291.1,0.545,53.0,0.15
U47838,Prudent,3,839.37,0.176,211.0,0.087
U47839,Prudent,0,805.52,0.072,288.4,0.045
U47840,Équilibré,9,2629.57,0.535,74.7,0.21
U47841,Aventurier,54,4044.75,0.686,1.2,0.836
U47842,Aventurier,51,4124.68,0.895,9.0,0.841
U47843,Aventurier,37,3398.04,0.786,12.1,0.829
U47844,Équilibré,13,2035.94,0.553,86.7,0.145
U47845,Aventurier,43,2305.49,0.977,8.6,0.362
U47846,Prudent,2,770.89,0.202,105.5,0.029
U47847,Prudent,1,977.51,0.09,259.6,0.05
U47848,Aventurier,31,3643.69,0.669,6.4,0.659
U47849,Prudent,3,1042.3,0.224,286.4,0.086
U47850,Équilibré,12,1093.71,0.368,33.2,0.163
U47851,Équilibré,5,1919.59,0.547,43.2,0.138
U47852,Prudent,2,875.42,0.091,108.1,0.083
U47853,Prudent,2,610.3,0.225,173.6,0.077
U47854,Prudent,1,739.14,0.124,119.4,0.021
U47855,Équilibré,7,1524.69,0.588,43.7,0.241
U47856,Prudent,1,854.57,0.19,292.0,0.079
U47857,Équilibré,11,2749.91,0.455,37.2,0.224
U47858,Équilibré,9,1894.15,0.255,59.4,0.142
U47859,Prudent,1,916.39,0.244,299.4,0.078
U47860,Prudent,0,935.46,0.066,102.9,0.041
U47861,Équilibré,13,2312.47,0.559,66.9,0.172
U47862,Prudent,1,474.63,0.094,162.6,0.098
U47863,Équilibré,10,1654.3,0.422,41.1,0.259
U47864,Aventurier,35,2246.77,0.914,4.3,0.752
U47865,Prudent,1,567.44,0.207,214.8,0.056
U47866,Aventurier,32,2860.61,0.736,11.6,0.857
U47867,Équilibré,15,1639.45,0.44,80.6,0.2
U47868,Équilibré,11,1540.98,0.403,49.7,0.221
U47869,Aventurier,34,2949.53,0.737,13.1,0.897
U47870,Équilibré,14,2527.78,0.525,85.2,0.271
U47871,Prudent,3,1140.39,0.053,180.0,0.077
U47872,Prudent,2,625.1,0.112,126.7,0.045
U47873,Équilibré,13,2174.03,0.385,86.2,0.228
U47874,Prudent,2,541.07,0.146,130.2,0.055
U47875,Équilibré,7,2219.33,0.324,47.1,0.272
U47876,Équilibré,9,2451.0,0.499,68.1,0.246
U47877,Prudent,3,935.91,0.135,104.2,0.088
U47878,Équilibré,9,1972.3,0.354,44.2,0.213
U47879,Équilibré,11,588.09,0.48,79.2,0.277
U47880,Équilibré,13,2108.91,0.527,31.4,0.253
U47881,Équilibré,16,2409.83,0.279,53.8,0.244
U47882,Prudent,4,864.92,0.088,219.9,0.076
U47883,Équilibré,12,2837.05,0.543,65.7,0.348
U47884,Aventurier,35,5233.64,0.803,1.0,0.496
U47885,Équilibré,8,1350.0,0.273,31.0,0.186
U47886,Aventurier,37,5037.28,0.754,13.5,0.571
U47887,Prudent,0,467.08,0.226,146.3,0.063
U47888,Aventurier,40,3104.35,0.605,5.7,0.602
U47889,Équilibré,7,1262.27,0.254,49.9,0.207
U47890,Aventurier,35,4659.0,0.835,11.3,0.857
U47891,Prudent,0,637.34,0.224,271.5,0.088
U47892,Équilibré,5,2276.33,0.326,80.5,0.272
U47893,Équilibré,12,2070.94,0.565,29.6,0.118
U47894,Équilibré,14,822.86,0.369,30.5,0.165
U47895,Prudent,1,903.77,0.127,170.4,0.048
U47896,Prudent,1,919.95,0.121,238.3,0.093
U47897,Équilibré,6,2850.13,0.272,82.4,0.135
U47898,Aventurier,33,4962.44,0.819,8.1,0.536
U47899,Équilibré,9,2259.41,0.251,75.6,0.146
U47900,Équilibré,10,2096.86,0.288,51.1,0.234
U47901,Aventurier,25,2106.16,0.945,9.4,0.655
U47902,Équilibré,9,1368.85,0.329,23.5,0.159
U47903,Équilibré,12,1271.35,0.329,42.9,0.271
U47904,Prudent,2,719.6,0.093,101.7,0.085
U47905,Équilibré,11,2697.04,0.456,51.7,0.327
U47906,Équilibré,11,1888.01,0.292,46.0,0.198
U47907,Prudent,1,990.0,0.157,183.5,0.053
U47908,Équilibré,7,1515.31,0.586,72.6,0.204
U47909,Prudent,1,574.78,0.238,119.2,0.056
U47910,Prudent,2,1005.95,0.063,153.4,0.074
U47911,Équilibré,7,2120.24,0.302,42.8,0.199
U47912,Équilibré,10,1609.04,0.329,64.7,0.253
U47913,Prudent,2,997.34,0.159,266.0,0.054
U47914,Prudent,1,831.3,0.078,280.4,0.022
U47915,Équilibré,12,2026.2,0.351,30.1,0.154
U47916,Prudent,2,875.35,0.163,212.2,0.028
U47917,Équilibré,6,2010.61,0.39,83.9,0.279
U47918,Aventurier,28,3471.16,0.809,9.8,0.431
U47919,Équilibré,15,1241.48,0.306,22.5,0.287
U47920,Prudent,2,881.52,0.108,274.5,0.079
U47921,Prudent,1,1236.02,0.197,128.2,0.059
U47922,Prudent,2,843.05,0.056,105.2,0.044
U47923,Prudent,0,705.89,0.054,277.0,0.098
U47924,Prudent,1,745.16,0.19,108.7,0.082
U47925,Prudent,1,390.04,0.172,182.2,0.027
U47926,Aventurier,31,3689.81,0.613,2.2,0.618
U47927,Aventurier,35,4487.08,0.994,1.1,0.597
U47928,Équilibré,12,1547.73,0.269,48.4,0.259
U47929,Prudent,4,912.08,0.236,227.9,0.062
U47930,Aventurier,35,6361.7,0.919,12.1,0.809
U47931,Prudent,2,879.97,0.196,276.1,0.052
U47932,Prudent,2,878.86,0.153,209.9,0.067
U47933,Prudent,0,839.21,0.227,249.0,0.089
U47934,Équilibré,13,1741.56,0.388,35.2,0.203
U47935,Équilibré,8,2349.24,0.341,87.7,0.12
U47936,Prudent,2,548.84,0.167,147.0,0.023
U47937,Prudent,0,1066.69,0.247,142.6,0.023
U47938,Aventurier,35,145.78,0.936,10.7,0.558
U47939,Équilibré,17,1296.03,0.285,73.4,0.321
U47940,Prudent,1,729.61,0.245,153.7,0.082
U47941,Équilibré,17,1624.89,0.378,24.9,0.209
U47942,Prudent,3,750.12,0.175,259.1,0.086
U47943,Équilibré,9,1920.39,0.254,77.0,0.28
U47944,Prudent,4,907.71,0.079,278.3,0.052
U47945,Équilibré,7,1839.97,0.458,53.1,0.28
U47946,Équilibré,8,2642.45,0.343,34.5,0.135
U47947,Aventurier,40,5424.14,0.881,9.3,0.792
U47948,Prudent,5,729.05,0.123,192.4,0.041
U47949,Équilibré,5,1441.45,0.367,86.9,0.222
U47950,Aventurier,44,2662.6,0.752,13.9,0.613
U47951,Équilibré,9,1138.22,0.39,50.2,0.105
U47952,Aventurier,35,4445.58,0.839,1.8,0.5
U47953,Aventurier,44,3997.26,0.913,5.3,0.382
U47954,Équilibré,8,2431.18,0.417,22.6,0.303
U47955,Prudent,2,1011.46,0.141,253.3,0.072
U47956,Équilibré,9,2029.73,0.391,43.7,0.25
U47957,Équilibré,9,2515.54,0.57,89.8,0.154
U47958,Équilibré,11,708.89,0.575,85.1,0.174
U47959,Équilibré,9,1870.47,0.406,47.9,0.229
U47960,Équilibré,10,2266.77,0.554,59.1,0.264
U47961,Équilibré,9,1232.32,0.328,37.7,0.123
U47962,Équilibré,9,2344.83,0.528,71.3,0.313
U47963,Prudent,1,810.48,0.062,161.1,0.092
U47964,Aventurier,44,2351.81,0.94,3.7,0.366
U47965,Aventurier,37,988.23,0.843,11.8,0.728
U47966,Équilibré,7,1441.78,0.343,36.6,0.104
U47967,Prudent,3,1204.17,0.124,218.5,0.043
U47968,Prudent,2,953.91,0.19,292.0,0.094
U47969,Prudent,2,638.68,0.091,239.6,0.067
U47970,Prudent,1,632.84,0.219,243.9,0.037
U47971,Équilibré,10,866.4,0.298,59.0,0.224
U47972,Prudent,1,774.78,0.05,219.7,0.037
U47973,Prudent,2,1061.35,0.091,244.9,0.061
U47974,Équilibré,9,1970.29,0.328,51.8,0.311
U47975,Aventurier,43,5042.35,0.958,7.6,0.689
U47976,Prudent,2,619.58,0.144,254.8,0.061
U47977,Équilibré,6,2326.23,0.458,43.6,0.224
U47978,Aventurier,38,718.9,0.823,7.9,0.844
U47979,Aventurier,41,3222.63,0.801,4.1,0.804
U47980,Équilibré,8,1492.05,0.444,26.9,0.287
U47981,Prudent,2,636.95,0.167,209.8,0.037
U47982,Prudent,2,845.09,0.093,135.0,0.07
U47983,Prudent,1,571.96,0.205,261.3,0.055
U47984,Équilibré,11,993.12,0.42,36.6,0.314
U47985,Prudent,0,1041.95,0.237,190.1,0.059
U47986,Équilibré,7,2197.12,0.325,55.6,0.14
U47987,Prudent,4,906.42,0.242,200.6,0.051
U47988,Équilibré,8,2667.82,0.34,30.6,0.188
U47989,Prudent,1,712.25,0.091,291.8,0.02
U47990,Équilibré,8,753.68,0.367,78.9,0.22
U47991,Équilibré,6,1784.61,0.315,30.1,0.27
U47992,Équilibré,17,2049.24,0.372,34.2,0.344
U47993,Prudent,2,594.51,0.053,236.6,0.066
U47994,Prudent,0,642.89,0.12,288.5,0.042
U47995,Prudent,1,678.44,0.129,170.8,0.065
U47996,Équilibré,12,2517.99,0.285,28.5,0.14
U47997,Prudent,2,697.67,0.128,129.5,0.059
U47998,Équilibré,6,2104.99,0.279,37.8,0.149
U47999,Prudent,0,402.26,0.19,214.2,0.041
U48000,Prudent,2,879.39,0.066,221.7,0.031
U48001,Équilibré,14,2424.66,0.467,67.7,0.173
U48002,Équilibré,9,2727.35,0.558,42.8,0.255
U48003,Prudent,2,957.14,0.098,286.8,0.095
U48004,Équilibré,12,736.31,0.529,21.3,0.118
U48005,Équilibré,8,2500.42,0.551,54.8,0.132
U48006,Prudent,3,671.48,0.214,216.9,0.062
U48007,Prudent,5,630.25,0.127,186.3,0.073
U48008,Équilibré,9,2606.91,0.538,70.7,0.276
U48009,Aventurier,47,4536.14,0.833,6.2,0.715
U48010,Prudent,1,1068.28,0.235,169.0,0.053
U48011,Équilibré,8,2201.71,0.31,73.4,0.182
U48012,Aventurier,37,6036.22,0.912,8.3,0.425
U48013,Équilibré,11,1883.33,0.549,79.1,0.17
U48014,Prudent,1,764.04,0.125,172.6,0.074
U48015,Équilibré,11,1920.97,0.383,20.1,0.226
U48016,Prudent,1,537.78,0.222,206.6,0.044
U48017,Équilibré,15,1234.46,0.475,57.1,0.32
U48018,Prudent,3,727.57,0.061,247.2,0.084
U48019,Prudent,2,613.93,0.227,123.1,0.059
U48020,Prudent,2,1012.75,0.219,176.9,0.033
U48021,Équilibré,8,1710.79,0.271,77.8,0.236
U48022,Aventurier,46,1789.67,0.89,7.9,0.665
U48023,Équilibré,8,1658.44,0.319,44.4,0.183
U48024,Prudent,2,769.51,0.098,263.5,0.038
U48025,Équilibré,9,2433.53,0.568,50.2,0.118
U48026,Équilibré,10,2288.91,0.411,58.8,0.129
U48027,Équilibré,9,2477.62,0.334,35.9,0.111
U48028,Équilibré,14,1750.49,0.417,87.9,0.335
U48029,Aventurier,47,5622.23,0.647,2.1,0.407
U48030,Prudent,2,1359.42,0.193,180.2,0.026
U48031,Prudent,3,858.62,0.126,167.8,0.095
U48032,Prudent,3,951.32,0.215,217.4,0.089
U48033,Équilibré,9,2339.55,0.449,41.1,0.239
U48034,Aventurier,49,3889.03,0.779,12.6,0.57
U48035,Aventurier,37,624.21,0.755,11.2,0.77
U48036,Aventurier,38,2892.37,0.929,4.9,0.449
U48037,Prudent,5,750.35,0.079,157.3,0.099
U48038,Équilibré,6,2039.42,0.45,81.9,0.292
U48039,Équilibré,12,2388.3,0.581,82.8,0.178
U48040,Aventurier,35,3471.69,0.988,4.3,0.583
U48041,Prudent,6,935.73,0.065,254.7,0.083
U48042,Prudent,2,681.06,0.248,119.4,0.085
U48043,Aventurier,42,4317.46,0.682,14.7,0.461
U48044,Équilibré,7,2146.3,0.324,81.3,0.112
U48045,Aventurier,36,1688.41,0.916,3.7,0.554
U48046,Prudent,0,664.96,0.112,223.2,0.026
U48047,Aventurier,41,1602.64,0.718,3.2,0.496
U48048,Équilibré,12,2358.97,0.425,32.7,0.171
U48049,Équilibré,8,2065.93,0.418,23.2,0.293
U48050,Équilibré,14,1495.92,0.39,59.8,0.206
U48051,Équilibré,13,1757.09,0.286,36.6,0.202
U48052,Équilibré,16,2560.21,0.543,47.9,0.186
U48053,Prudent,1,854.18,0.152,252.3,0.087
U48054,Équilibré,6,1530.5,0.529,68.8,0.109
U48055,Équilibré,10,2426.12,0.42,88.4,0.315
U48056,Prudent,4,947.51,0.074,192.5,0.044
U48057,Prudent,1,706.44,0.105,217.4,0.09
U48058,Équilibré,16,1664.98,0.517,56.7,0.112
U48059,Prudent,1,1029.79,0.159,283.9,0.068
U48060,Prudent,2,829.72,0.244,228.9,0.064
U48061,Aventurier,40,2118.77,0.85,13.0,0.601
U48062,Prudent,1,657.16,0.073,266.9,0.064
U48063,Prudent,1,849.39,0.114,191.4,0.024
U48064,Équilibré,12,2100.24,0.432,86.3,0.309
U48065,Équilibré,14,1384.06,0.291,47.3,0.207
U48066,Équilibré,9,2129.56,0.511,77.8,0.312
U48067,Aventurier,33,3706.04,0.73,5.4,0.517
U48068,Équilibré,12,2647.54,0.552,23.2,0.281
U48069,Équilibré,5,2214.94,0.484,32.8,0.304
U48070,Équilibré,12,3114.2,0.261,47.6,0.129
U48071,Équilibré,10,1294.33,0.516,81.5,0.111
U48072,Prudent,1,1153.78,0.123,201.9,0.023
U48073,Aventurier,40,3169.68,0.996,5.8,0.383
U48074,Prudent,1,918.81,0.107,185.2,0.09
U48075,Équilibré,6,2520.35,0.352,70.8,0.1
U48076,Équilibré,12,2062.45,0.42,85.5,0.158
U48077,Aventurier,33,711.48,0.997,6.1,0.88
U48078,Prudent,2,1020.66,0.146,148.4,0.051
U48079,Équilibré,8,413.38,0.341,49.2,0.132
U48080,Prudent,1,924.94,0.131,199.6,0.043
U48081,Aventurier,40,4300.32,0.813,13.4,0.599
U48082,Équilibré,8,1804.69,0.391,81.6,0.202
U48083,Prudent,2,791.35,0.071,151.8,0.045
U48084,Équilibré,6,1057.8,0.354,47.0,0.279
U48085,Prudent,0,504.56,0.124,174.4,0.078
U48086,Prudent,1,736.8,0.132,241.2,0.05
U48087,Équilibré,11,2275.12,0.482,63.2,0.289
U48088,Prudent,2,540.36,0.108,135.4,0.06
U48089,Aventurier,44,3425.39,0.803,11.8,0.684
U48090,Équilibré,7,2491.92,0.575,75.3,0.323
U48091,Équilibré,9,926.55,0.496,46.3,0.137
U48092,Aventurier,56,5558.57,0.857,1.5,0.895
U48093,Équilibré,16,1375.45,0.525,60.0,0.328
U48094,Équilibré,9,2163.57,0.49,90.0,0.317
U48095,Prudent,2,954.74,0.09,224.1,0.094
U48096,Aventurier,32,6621.36,0.722,4.5,0.565
U48097,Aventurier,42,5385.69,0.601,7.7,0.509
U48098,Prudent,3,987.82,0.078,112.1,0.058
U48099,Prudent,2,634.53,0.06,116.8,0.057
U48100,Aventurier,46,5573.15,0.668,4.9,0.439
U48101,Équilibré,14,2004.14,0.392,75.4,0.155
U48102,Équilibré,8,2046.4,0.563,45.7,0.126
U48103,Équilibré,10,1030.3,0.279,75.3,0.118
U48104,Équilibré,10,1423.5,0.36,40.3,0.287
U48105,Aventurier,35,2928.54,0.878,6.1,0.675
U48106,Aventurier,46,5817.44,0.927,14.4,0.378
U48107,Aventurier,37,4005.3,0.92,13.4,0.837
U48108,Aventurier,37,4695.5,0.823,10.6,0.36
U48109,Prudent,3,659.91,0.243,107.9,0.096
U48110,Prudent,6,885.77,0.106,117.9,0.079
U48111,Aventurier,36,1737.8,0.662,6.9,0.83
U48112,Prudent,0,604.76,0.223,234.0,0.022
U48113,Équilibré,12,2487.08,0.293,54.2,0.337
U48114,Aventurier,40,4862.09,0.869,3.8,0.844
U48115,Équilibré,5,2062.11,0.557,30.9,0.292
U48116,Équilibré,14,2123.98,0.595,36.7,0.117
U48117,Prudent,4,783.17,0.187,250.4,0.057
U48118,Prudent,3,844.06,0.234,267.9,0.078
